# Time-correlated data for fix JJ
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux_thermal[1]*c_flux_thermal[1] c_flux_thermal[2]*c_flux_thermal[2] c_flux_thermal[3]*c_flux_thermal[3]
0 200
150 1490 0 0.0 0.0 0.0
151 1500 0 0.0 0.0 0.0
152 1510 0 0.0 0.0 0.0
153 1520 0 0.0 0.0 0.0
154 1530 0 0.0 0.0 0.0
155 1540 0 0.0 0.0 0.0
156 1550 0 0.0 0.0 0.0
157 1560 0 0.0 0.0 0.0
158 1570 0 0.0 0.0 0.0
159 1580 0 0.0 0.0 0.0
160 1590 0 0.0 0.0 0.0
161 1600 0 0.0 0.0 0.0
162 1610 0 0.0 0.0 0.0
163 1620 0 0.0 0.0 0.0
164 1630 0 0.0 0.0 0.0
165 1640 0 0.0 0.0 0.0
166 1650 0 0.0 0.0 0.0
167 1660 0 0.0 0.0 0.0
168 1670 0 0.0 0.0 0.0
169 1680 0 0.0 0.0 0.0
170 1690 0 0.0 0.0 0.0
171 1700 0 0.0 0.0 0.0
172 1710 0 0.0 0.0 0.0
173 1720 0 0.0 0.0 0.0
174 1730 0 0.0 0.0 0.0
175 1740 0 0.0 0.0 0.0
176 1750 0 0.0 0.0 0.0
177 1760 0 0.0 0.0 0.0
178 1770 0 0.0 0.0 0.0
179 1780 0 0.0 0.0 0.0
180 1790 0 0.0 0.0 0.0
181 1800 0 0.0 0.0 0.0
182 1810 0 0.0 0.0 0.0
183 1820 0 0.0 0.0 0.0
184 1830 0 0.0 0.0 0.0
185 1840 0 0.0 0.0 0.0
186 1850 0 0.0 0.0 0.0
187 1860 0 0.0 0.0 0.0
188 1870 0 0.0 0.0 0.0
189 1880 0 0.0 0.0 0.0
190 1890 0 0.0 0.0 0.0
191 1900 0 0.0 0.0 0.0
192 1910 0 0.0 0.0 0.0
193 1920 0 0.0 0.0 0.0
194 1930 0 0.0 0.0 0.0
195 1940 0 0.0 0.0 0.0
196 1950 0 0.0 0.0 0.0
197 1960 0 0.0 0.0 0.0
198 1970 0 0.0 0.0 0.0
199 1980 0 0.0 0.0 0.0
200 1990 0 0.0 0.0 0.0
2000 200
1 0 201 0.000838429 0.000876063 0.000346778
2 10 200 0.000827634 0.000862478 0.000339267
3 20 199 0.000795106 0.000829966 0.000317036
4 30 198 0.0007465 0.000785524 0.000286367
5 40 197 0.000689109 0.000738106 0.000254404
6 50 196 0.000629575 0.000695616 0.000226402
7 60 195 0.00057234 0.000662679 0.000204308
8 70 194 0.000519184 0.00063993 0.000187038
9 80 193 0.000469771 0.000624917 0.000172001
10 90 192 0.000422732 0.000613863 0.000156905
11 100 191 0.000376842 0.000603284 0.000140949
12 110 190 0.000331917 0.000590855 0.000124923
13 120 189 0.000289045 0.000575539 0.000110365
14 130 188 0.000250059 0.000557266 9.83464e-05
15 140 187 0.000216659 0.000536535 8.87238e-05
16 150 186 0.000189731 0.000514265 8.03458e-05
17 160 185 0.000169062 0.000491819 7.20487e-05
18 170 184 0.000153429 0.000470871 6.36959e-05
19 180 183 0.000140908 0.000453104 5.6506e-05
20 190 182 0.000129522 0.00043984 5.24552e-05
21 200 181 0.000118113 0.000431483 5.31292e-05
22 210 180 0.000106967 0.000427219 5.87646e-05
23 220 179 9.77284e-05 0.000425453 6.80279e-05
24 230 178 9.26367e-05 0.000424724 7.86674e-05
25 240 177 9.3525e-05 0.000424382 8.86174e-05
26 250 176 0.000101006 0.000424355 9.67881e-05
27 260 175 0.000114151 0.000424321 0.00010311
28 270 174 0.000130784 0.000423206 0.000107966
29 280 173 0.000148283 0.000419487 0.000111488
30 290 172 0.000164496 0.000412043 0.000113159
31 300 171 0.000178337 0.000400994 0.000112009
32 310 170 0.000189763 0.000388044 0.000107347
33 320 169 0.000199408 0.000376127 9.95192e-05
34 330 168 0.000208178 0.00036845 9.01766e-05
35 340 167 0.000217034 0.000367119 8.17493e-05
36 350 166 0.000226857 0.000372017 7.63151e-05
37 360 165 0.000238346 0.000380633 7.44837e-05
38 370 164 0.00025196 0.000389068 7.49293e-05
39 380 163 0.00026793 0.000393662 7.48636e-05
40 390 162 0.000286241 0.000392565 7.12163e-05
41 400 161 0.000306496 0.000386481 6.20145e-05
42 410 160 0.000327933 0.00037811 4.73441e-05
43 420 159 0.000349727 0.000370569 2.94186e-05
44 430 158 0.000371448 0.000365752 1.16966e-05
45 440 157 0.000393282 0.00036366 -2.50511e-06
46 450 156 0.00041574 0.000362867 -1.11739e-05
47 460 155 0.000439061 0.00036158 -1.39736e-05
48 470 154 0.000462868 0.000358604 -1.17765e-05
49 480 153 0.000486218 0.000353665 -5.87783e-06
50 490 152 0.000507809 0.000347369 2.61675e-06
51 500 151 0.000526124 0.000340957 1.29535e-05
52 510 150 0.00053957 0.00033593 2.45325e-05
53 520 149 0.000546582 0.000333328 3.65895e-05
54 530 148 0.000545799 0.000333181 4.80844e-05
55 540 147 0.000536334 0.000334523 5.79498e-05
56 550 146 0.000518077 0.00033601 6.56194e-05
57 560 145 0.000491786 0.00033669 7.14829e-05
58 570 144 0.000458842 0.000336254 7.68684e-05
59 580 143 0.000420922 0.000334936 8.34618e-05
60 590 142 0.000379854 0.000333398 9.24269e-05
61 600 141 0.000337545 0.000332707 0.000103792
62 610 140 0.000295931 0.000334274 0.000116475
63 620 139 0.000256829 0.000339549 0.000128857
64 630 138 0.000221774 0.000349415 0.000139482
65 640 137 0.000191883 0.000363568 0.000147458
66 650 136 0.000167838 0.000380181 0.000152434
67 660 135 0.000150063 0.000396149 0.000154295
68 670 134 0.000138938 0.000408064 0.000152811
69 680 133 0.000134636 0.000413275 0.000147571
70 690 132 0.000136804 0.000410614 0.000138355
71 700 131 0.000144603 0.000400829 0.000125594
72 710 130 0.000157071 0.000386564 0.000110618
73 720 129 0.000173194 0.000371352 9.5545e-05
74 730 128 0.00019173 0.000358116 8.28449e-05
75 740 127 0.00021121 0.000348056 7.46659e-05
76 750 126 0.000230056 0.000340789 7.21805e-05
77 760 125 0.000246824 0.000335398 7.51356e-05
78 770 124 0.000260701 0.000331147 8.18432e-05
79 780 123 0.000272025 0.000327455 8.96583e-05
80 790 122 0.000282249 0.000323791 9.58134e-05
81 800 121 0.000293441 0.000319475 9.84381e-05
82 810 120 0.000307517 0.00031336 9.73299e-05
83 820 119 0.000325455 0.000303611 9.40191e-05
84 830 118 0.000346856 0.000288239 9.10532e-05
85 840 117 0.000370039 0.00026609 9.0943e-05
86 850 116 0.000392534 0.000237672 9.53152e-05
87 860 115 0.000411807 0.00020512 0.000104555
88 870 114 0.000425993 0.000171655 0.00011793
89 880 113 0.000434414 0.00014102 0.00013402
90 890 112 0.000437582 0.00011685 0.000151207
91 900 111 0.000436819 0.000101692 0.000168133
92 910 110 0.000433654 9.59012e-05 0.00018393
93 920 109 0.000429262 9.71018e-05 0.000198058
94 930 108 0.000424195 0.000100673 0.000209866
95 940 107 0.000418337 0.000101242 0.000218259
96 950 106 0.00041101 9.46231e-05 0.000221945
97 960 105 0.000401051 7.91729e-05 0.000220218
98 970 104 0.000387151 5.6196e-05 0.000213559
99 980 103 0.000368617 2.93204e-05 0.000203352
100 990 102 0.000345832 3.21099e-06 0.000190963
101 1000 101 0.000319786 -1.78989e-05 0.000177062
102 1010 100 0.000291464 -3.12243e-05 0.000161509
103 1020 99 0.00026142 -3.60258e-05 0.000143696
104 1030 98 0.000229665 -3.37026e-05 0.000123384
105 1040 97 0.00019588 -2.72882e-05 0.000101486
106 1050 96 0.000159743 -2.05384e-05 7.99031e-05
107 1060 95 0.000121223 -1.64342e-05 6.06092e-05
108 1070 94 8.13198e-05 -1.62683e-05 4.47911e-05
109 1080 93 4.24968e-05 -1.98764e-05 3.23865e-05
110 1090 92 8.15631e-06 -2.64041e-05 2.20286e-05
111 1100 91 -1.83588e-05 -3.48248e-05 1.16094e-05
112 1110 90 -3.45931e-05 -4.41762e-05 -5.04119e-07
113 1120 89 -3.95543e-05 -5.38096e-05 -1.41861e-05
114 1130 88 -3.39037e-05 -6.3371e-05 -2.71634e-05
115 1140 87 -1.98061e-05 -7.2388e-05 -3.60342e-05
116 1150 86 -3.48058e-07 -7.99927e-05 -3.82412e-05
117 1160 85 2.13373e-05 -8.53313e-05 -3.3771e-05
118 1170 84 4.29768e-05 -8.83379e-05 -2.54357e-05
119 1180 83 6.39686e-05 -8.99769e-05 -1.76212e-05
120 1190 82 8.56193e-05 -9.16579e-05 -1.41995e-05
121 1200 81 0.000110638 -9.45659e-05 -1.67832e-05
122 1210 80 0.000142043 -9.96659e-05 -2.41783e-05
123 1220 79 0.00018192 -0.000108014 -3.31254e-05
124 1230 78 0.000230444 -0.000120727 -3.98298e-05
125 1240 77 0.000285645 -0.000138399 -4.15951e-05
126 1250 76 0.000343957 -0.00016045 -3.78415e-05
127 1260 75 0.000401189 -0.000185068 -3.00382e-05
128 1270 74 0.000453544 -0.000209291 -2.0612e-05
129 1280 73 0.000498606 -0.000229904 -1.15902e-05
130 1290 72 0.000535571 -0.000244894 -3.71858e-06
131 1300 71 0.000564719 -0.000254835 3.47038e-06
132 1310 70 0.000586739 -0.000263233 1.06478e-05
133 1320 69 0.000602108 -0.000275208 1.75172e-05
134 1330 68 0.000610516 -0.000294526 2.22856e-05
135 1340 67 0.000611139 -0.000321137 2.22949e-05
136 1350 66 0.000603659 -0.000351004 1.55557e-05
137 1360 65 0.000588656 -0.000377613 2.12362e-06
138 1370 64 0.000567159 -0.000394517 -1.55782e-05
139 1380 63 0.000540372 -0.000397902 -3.35801e-05
140 1390 62 0.000510015 -0.000388004 -4.80552e-05
141 1400 61 0.000478375 -0.000368834 -5.71041e-05
142 1410 60 0.000447717 -0.000346481 -6.15167e-05
143 1420 59 0.00041936 -0.00032712 -6.39979e-05
144 1430 58 0.000392884 -0.000314764 -6.73519e-05
145 1440 57 0.000365969 -0.000309592 -7.28055e-05
146 1450 56 0.00033539 -0.00030808 -7.94346e-05
147 1460 55 0.000298664 -0.000305122 -8.48952e-05
148 1470 54 0.000255557 -0.000296617 -8.68766e-05
149 1480 53 0.000208104 -0.000280993 -8.4453e-05
150 1490 52 0.000159259 -0.000259351 -7.84353e-05
151 1500 51 0.00011125 -0.000234534 -7.0529e-05
152 1510 50 6.45849e-05 -0.0002097 -6.18479e-05
153 1520 49 1.79333e-05 -0.000187156 -5.18528e-05
154 1530 48 -3.11331e-05 -0.000167782 -3.86006e-05
155 1540 47 -8.52141e-05 -0.000151124 -2.01639e-05
156 1550 46 -0.000146195 -0.000135971 3.7253e-06
157 1560 45 -0.000214632 -0.000120549 3.1098e-05
158 1570 44 -0.000288825 -0.000102903 5.85358e-05
159 1580 43 -0.00036427 -8.1208e-05 8.26842e-05
160 1590 42 -0.000434647 -5.51079e-05 0.00010131
161 1600 41 -0.000494405 -2.71288e-05 0.00011369
162 1610 40 -0.000541037 -3.13384e-06 0.000120422
163 1620 39 -0.000575739 9.29703e-06 0.000122838
164 1630 38 -0.000602272 3.50526e-06 0.000122189
165 1640 37 -0.000624896 -2.33178e-05 0.000118969
166 1650 36 -0.000646144 -6.83903e-05 0.000112833
167 1660 35 -0.000665212 -0.000123406 0.000103252
168 1670 34 -0.000677403 -0.000177348 9.03475e-05
169 1680 33 -0.000675522 -0.000220734 7.50858e-05
170 1690 32 -0.000652946 -0.000249672 5.87952e-05
171 1700 31 -0.000606493 -0.000267108 4.24058e-05
172 1710 30 -0.000537512 -0.000280094 2.59843e-05
173 1720 29 -0.000450858 -0.000295347 8.86872e-06
174 1730 28 -0.000353062 -0.000315237 -9.59696e-06
175 1740 27 -0.000250486 -0.000336314 -2.91311e-05
176 1750 26 -0.000147716 -0.000351861 -4.81332e-05
177 1760 25 -4.60597e-05 -0.000356519 -6.40638e-05
178 1770 24 5.66417e-05 -0.000349683 -7.45688e-05
179 1780 23 0.000164534 -0.000335605 -7.90126e-05
180 1790 22 0.000281404 -0.000320378 -7.89203e-05
181 1800 21 0.000408549 -0.000307102 -7.68271e-05
182 1810 20 0.00054346 -0.000293979 -7.45421e-05
183 1820 19 0.00067944 -0.000276835 -7.23031e-05
184 1830 18 0.00080637 -0.000252186 -6.8928e-05
185 1840 17 0.000913949 -0.000219033 -6.28895e-05
186 1850 16 0.000996586 -0.000179292 -5.38797e-05
187 1860 15 0.00105623 -0.000137235 -4.33697e-05
188 1870 14 0.00110046 -9.70577e-05 -3.37945e-05
189 1880 13 0.00113779 -5.9739e-05 -2.68424e-05
190 1890 12 0.00117487 -2.24598e-05 -2.26815e-05
191 1900 11 0.00121573 1.85543e-05 -2.07014e-05
192 1910 10 0.00126074 6.29117e-05 -2.05554e-05
193 1920 9 0.00130355 0.000102265 -2.17945e-05
194 1930 8 0.0013295 0.000120292 -2.24786e-05
195 1940 7 0.0013205 9.66875e-05 -1.93283e-05
196 1950 6 0.00126446 1.69402e-05 -1.02313e-05
197 1960 5 0.00116276 -0.000115618 2.18633e-06
198 1970 4 0.00103156 -0.00027325 9.50667e-06
199 1980 3 0.000896314 -0.00041041 9.90645e-07
200 1990 2 0.00077914 -0.000481931 -2.9131e-05
4000 200
1 0 401 0.000692546 0.000829855 0.000639998
2 10 400 0.000681739 0.000820976 0.000630864
3 20 399 0.000650156 0.000793658 0.00060341
4 30 398 0.000604732 0.000755016 0.000564534
5 40 397 0.000553954 0.000713573 0.000522572
6 50 396 0.000504909 0.000676218 0.000484331
7 60 395 0.000461626 0.000646488 0.00045332
8 70 394 0.000425011 0.000624588 0.000429641
9 80 393 0.00039384 0.000608569 0.000411158
10 90 392 0.000366108 0.000595784 0.000395123
11 100 391 0.000340162 0.000583928 0.000379516
12 110 390 0.000315341 0.000571426 0.000363644
13 120 389 0.000292017 0.000557323 0.000347969
14 130 388 0.00027117 0.000541011 0.000333436
15 140 387 0.000253761 0.000522097 0.000320746
16 150 386 0.000240214 0.000500595 0.000309989
17 160 385 0.000230214 0.00047726 0.000300787
18 170 384 0.00022283 0.000453657 0.000292681
19 180 383 0.000216824 0.000431811 0.000285459
20 190 382 0.000210982 0.000413563 0.000279216
21 200 381 0.000204434 0.000399957 0.000274139
22 210 380 0.000196917 0.000390924 0.000270203
23 220 379 0.000188885 0.000385416 0.000266984
24 230 378 0.000181384 0.000381899 0.000263705
25 240 377 0.000175668 0.000378928 0.000259475
26 250 376 0.000172689 0.000375517 0.000253581
27 260 375 0.000172755 0.000371201 0.000245699
28 270 374 0.000175555 0.000365869 0.000235984
29 280 373 0.000180487 0.000359501 0.000225013
30 290 372 0.000186971 0.000351981 0.000213582
31 300 371 0.000194529 0.000343133 0.000202477
32 310 370 0.000202645 0.000332978 0.000192322
33 320 369 0.000210625 0.000322034 0.000183525
34 330 368 0.000217699 0.000311347 0.00017628
35 340 367 0.000223309 0.000302115 0.000170556
36 350 366 0.000227324 0.000295109 0.000166041
37 360 365 0.000230039 0.000290225 0.000162085
38 370 364 0.000232076 0.000286503 0.0001578
39 380 363 0.000234326 0.000282667 0.000152326
40 390 362 0.000237851 0.00027791 0.000145172
41 400 361 0.000243627 0.000272463 0.000136446
42 410 360 0.000252195 0.000267571 0.000126815
43 420 359 0.00026348 0.000264717 0.000117272
44 430 358 0.000276915 0.000264544 0.00010881
45 440 357 0.000291723 0.000266285 0.000102119
46 450 356 0.000307079 0.000268073 9.74337e-05
47 460 355 0.000322124 0.000267878 9.46706e-05
48 470 354 0.000336013 0.000264519 9.37386e-05
49 480 353 0.000348051 0.000258215 9.48002e-05
50 490 352 0.000357799 0.000250484 9.82888e-05
51 500 351 0.000365069 0.000243411 0.000104615
52 510 350 0.000369779 0.000238664 0.00011373
53 520 349 0.000371744 0.00023675 0.000124791
54 530 348 0.000370559 0.000236899 0.000136213
55 540 347 0.000365711 0.000237555 0.000146111
56 550 346 0.000356923 0.00023712 0.000152995
57 560 345 0.000344496 0.000234543 0.000156386
58 570 344 0.000329361 0.000229553 0.000157053
59 580 343 0.00031273 0.000222535 0.000156744
60 590 342 0.000295627 0.000214238 0.000157499
61 600 341 0.000278603 0.0002055 0.000160896
62 610 340 0.000261833 0.000197069 0.000167533
63 620 339 0.000245437 0.000189534 0.000176878
64 630 338 0.000229794 0.000183295 0.000187468
65 640 337 0.000215592 0.000178457 0.000197326
66 650 336 0.000203591 0.000174691 0.000204485
67 660 335 0.000194312 0.000171162 0.000207454
68 670 334 0.000187849 0.000166658 0.00020556
69 680 333 0.000183814 0.00015994 0.000199067
70 690 332 0.000181493 0.000150266 0.000189143
71 700 331 0.00018019 0.000137859 0.000177654
72 710 330 0.000179601 0.000124061 0.000166835
73 720 329 0.000179926 0.000110989 0.000158862
74 730 328 0.000181679 0.000100769 0.000155364
75 740 327 0.000185375 9.46963e-05 0.00015698
76 750 326 0.000191297 9.26814e-05 0.000163145
77 760 325 0.000199413 9.32778e-05 0.000172185
78 770 324 0.000209474 9.4301e-05 0.000181754
79 780 323 0.000221188 9.37494e-05 0.000189505
80 790 322 0.000234368 9.05523e-05 0.000193741
81 800 321 0.000248988 8.47942e-05 0.000193844
82 810 320 0.000265073 7.73129e-05 0.000190363
83 820 319 0.00028245 6.89962e-05 0.000184756
84 830 318 0.000300509 6.0194e-05 0.000178877
85 840 317 0.000318065 5.05689e-05 0.000174403
86 850 316 0.000333458 3.94162e-05 0.000172434
87 860 315 0.000344917 2.62784e-05 0.000173354
88 870 314 0.000351099 1.15592e-05 0.000176905
89 880 313 0.000351592 -3.27909e-06 0.000182354
90 890 312 0.000347154 -1.61505e-05 0.000188709
91 900 311 0.000339577 -2.5219e-05 0.000194975
92 910 310 0.000331215 -2.96823e-05 0.000200408
93 920 309 0.000324351 -2.99747e-05 0.000204688
94 930 308 0.000320599 -2.72858e-05 0.000207893
95 940 307 0.000320462 -2.27563e-05 0.000210284
96 950 306 0.000323175 -1.68271e-05 0.000212058
97 960 305 0.000326895 -9.06922e-06 0.000213239
98 970 304 0.000329368 1.51182e-06 0.000213708
99 980 303 0.000328853 1.5876e-05 0.000213245
100 990 302 0.000324735 3.43315e-05 0.000211526
101 1000 301 0.00031743 5.61759e-05 0.00020812
102 1010 300 0.000307881 7.97506e-05 0.000202551
103 1020 299 0.00029701 0.000102903 0.00019447
104 1030 298 0.000285343 0.000123712 0.000183899
105 1040 297 0.000272951 0.000141191 0.000171394
106 1050 296 0.000259643 0.00015559 0.000157883
107 1060 295 0.000245232 0.000168153 0.000144279
108 1070 294 0.000229784 0.000180458 0.000131181
109 1080 293 0.00021381 0.000193696 0.000118748
110 1090 292 0.000198378 0.000208241 0.000106746
111 1100 291 0.000185063 0.000223624 9.47663e-05
112 1110 290 0.000175599 0.000238833 8.2619e-05
113 1120 289 0.000171246 0.000252775 7.07308e-05
114 1130 288 0.000172149 0.000264637 6.02607e-05
115 1140 287 0.000177063 0.00027398 5.27598e-05
116 1150 286 0.000183663 0.000280565 4.94688e-05
117 1160 285 0.000189357 0.000284163 5.06443e-05
118 1170 284 0.000192234 0.000284584 5.53072e-05
119 1180 283 0.000191809 0.000281949 6.15175e-05
120 1190 282 0.000189133 0.000276925 6.70217e-05
121 1200 281 0.000186246 0.000270656 6.99626e-05
122 1210 280 0.000185264 0.000264345 6.93842e-05
123 1220 279 0.000187579 0.000258744 6.54083e-05
124 1230 278 0.000193521 0.000253881 5.90656e-05
125 1240 277 0.000202564 0.00024917 5.18425e-05
126 1250 276 0.000213794 0.000243835 4.51219e-05
127 1260 275 0.000226254 0.000237353 3.97609e-05
128 1270 274 0.000239094 0.000229675 3.59543e-05
129 1280 273 0.000251636 0.000221058 3.33686e-05
130 1290 272 0.000263358 0.000211564 3.14156e-05
131 1300 271 0.000273849 0.000200633 2.94982e-05
132 1310 270 0.000282823 0.000187185 2.70669e-05
133 1320 269 0.000290164 0.000170292 2.35433e-05
134 1330 268 0.000295898 0.000150007 1.83095e-05
135 1340 267 0.000300166 0.000127808 1.08754e-05
136 1350 266 0.000303248 0.000106331 1.15056e-06
137 1360 265 0.000305532 8.84869e-05 -1.03582e-05
138 1370 264 0.000307383 7.6398e-05 -2.25294e-05
139 1380 263 0.000309029 7.06485e-05 -3.38272e-05
140 1390 262 0.000310555 7.02048e-05 -4.26981e-05
141 1400 261 0.00031197 7.29962e-05 -4.80629e-05
142 1410 260 0.000313344 7.67701e-05 -4.96744e-05
143 1420 259 0.0003149 7.98309e-05 -4.81469e-05
144 1430 258 0.000316968 8.13899e-05 -4.46467e-05
145 1440 257 0.000319681 8.14615e-05 -4.04505e-05
146 1450 256 0.000322607 8.04295e-05 -3.66145e-05
147 1460 255 0.000324543 7.85907e-05 -3.38836e-05
148 1470 254 0.000323753 7.59749e-05 -3.2811e-05
149 1480 253 0.000318528 7.25398e-05 -3.39037e-05
150 1490 252 0.000307816 6.85593e-05 -3.76065e-05
151 1500 251 0.000291689 6.4889e-05 -4.41124e-05
152 1510 250 0.000271383 6.28291e-05 -5.3066e-05
153 1520 249 0.000248847 6.35159e-05 -6.33615e-05
154 1530 248 0.000226055 6.71421e-05 -7.32643e-05
155 1540 247 0.000204423 7.25693e-05 -8.09179e-05
156 1550 246 0.000184517 7.76481e-05 -8.49736e-05
157 1560 245 0.000166105 8.01455e-05 -8.49746e-05
158 1570 244 0.000148538 7.88703e-05 -8.13664e-05
159 1580 243 0.000131284 7.43267e-05 -7.52552e-05
160 1590 242 0.000114382 6.84426e-05 -6.81327e-05
161 1600 241 9.85609e-05 6.35393e-05 -6.16644e-05
162 1610 240 8.49151e-05 6.11798e-05 -5.74859e-05
163 1620 239 7.42874e-05 6.15972e-05 -5.68862e-05
164 1630 238 6.67869e-05 6.39892e-05 -6.04159e-05
165 1640 237 6.17724e-05 6.74072e-05 -6.76851e-05
166 1650 236 5.83119e-05 7.15842e-05 -7.75151e-05
167 1660 235 5.57973e-05 7.71282e-05 -8.83594e-05
168 1670 234 5.43091e-05 8.49564e-05 -9.87483e-05
169 1680 233 5.45051e-05 9.53455e-05 -0.000107578
170 1690 232 5.71683e-05 0.000107303 -0.000114197
171 1700 231 6.2717e-05 0.000118737 -0.000118386
172 1710 230 7.09099e-05 0.00012738 -0.000120348
